mode,beta,b_1,b_2
70.46947606878676,0.0883437174538141,0.5018501726549571,-0.5576453881490138
69.6732785163373,0.08437029436591237,0.39596071363779783,-0.43066864304013985
68.07434835603692,0.07725550693192773,0.466361466299739,-0.3969298920711171
70.03062690024227,0.08708147666422042,0.5150675068515207,-0.39637337366150427
70.17430245376592,0.08659297626984452,0.5451919917769343,-0.5027654089994141
71.07384392076212,0.08912368672173374,0.4475284634603521,-0.34135038333830503
68.38986212960613,0.0734114384033696,0.46522995394529293,-0.34509639011319787
69.38135013102831,0.0819541727820668,0.4960741892021307,-0.514066910066631
68.85868548742381,0.07720756007572435,0.5192931478002498,-0.46674212395599585
67.5226216171456,0.06662385157034927,0.5124340288881032,-0.31820105862097703
70.34908118026854,0.08562151005974909,0.4941049650580869,-0.3760114210551069
68.98305184365098,0.07717217122424844,0.5287039171212883,-0.27083575212966077
71.78858680800181,0.0929730616327229,0.518495328721714,-0.4032928976530052
71.07949313421285,0.09725030342004684,0.5883035893067763,-0.42762080437946143
68.54774128950763,0.07285379950988347,0.5162227335405762,-0.3385960864712748
70.20538567093053,0.08005893934092677,0.5844420087097554,-0.30265171381814454
66.47568760726679,0.0755627255557223,0.417293214034456,-0.543159767059507
64.24618212815975,0.06826943471578875,0.49953722483361684,-0.5247786176795955
70.6298606352376,0.08777678896357294,0.5710253535790756,-0.443012917477827
69.3730498759205,0.08465883239613739,0.5408903387746273,-0.5270643249800768
68.7767361831857,0.07742636045544417,0.40818442021636964,-0.39049947505646637
67.82616555049819,0.07267846766178696,0.5626321256050136,-0.42668771769394614
70.96992460782089,0.08134089442181847,0.45860277700352853,-0.36554995398632945
71.53265974495199,0.08602894203960569,0.5338883451107714,-0.3455744342787216
70.54431652335879,0.08441044511507005,0.48454035741276097,-0.3040124936818442
67.2264717776945,0.07777996701882678,0.4909086683193211,-0.5357356758077779
69.47186163457049,0.085251905271094,0.46802869893997945,-0.6289688695692851
68.87980834460602,0.07676729026112415,0.46472815469582196,-0.4753646784079954
69.31340949112844,0.08067201838945051,0.4625623390421754,-0.3518325318327974
71.91379531472538,0.08652536854058099,0.4986748726671889,-0.281880138305471
69.42389579706126,0.08108868773938956,0.4872991918919443,-0.4461287016451558
72.04183637432524,0.08885350560696419,0.44450514241292977,-0.3051201089736402
71.89019652398606,0.08888772874397606,0.48962607395316876,-0.3229576267760484
67.73030493635304,0.07518779787137803,0.4548673807236918,-0.3505013913740095
70.11027399121204,0.08754480712430776,0.5008717289600971,-0.4902724715970774
67.34451656751767,0.07293953469416126,0.5092791653948127,-0.541016609453019
71.0948355799868,0.08974879081058545,0.45557640733948335,-0.41008217087534016
68.29712637382042,0.07902689730675534,0.43661149135497856,-0.44348202402735676
68.08118594907742,0.07762870661814315,0.4097232830044698,-0.2836818345337171
70.41707713944382,0.08985077914734457,0.5531012920570969,-0.43122606660279933
63.1774953591568,0.06399992596471642,0.5400802034908335,-0.5787433595725303
71.81937976820166,0.0887579633541048,0.4849076087753485,-0.31221002586045454
69.3259274674759,0.08122259339566529,0.518167963626354,-0.4042396582889391
69.46299500001973,0.08166275574809222,0.47916497666417623,-0.45509846035019086
68.69450610800412,0.0773931691119067,0.563575404625411,-0.3516843937591405
72.65386785180549,0.10433976235545563,0.5492370723481215,-0.46526473440173893
67.5005259730521,0.07631295009166704,0.5250194775696718,-0.4732579103034886
67.54229917758593,0.08175107055584631,0.5113765258768536,-0.4808408066982699
70.0552955120668,0.08165134695502753,0.6465109326635359,-0.32955029152235793
70.25389826485579,0.08707293953829859,0.626765719010496,-0.4224209103051244
69.86536987262954,0.08662963383392829,0.5029785203605337,-0.43842943779583804
69.1361730166515,0.08004202696904977,0.5151125079260368,-0.48071864355303207
67.81514755790027,0.08483177032152418,0.5637614689939926,-0.5805310648061816
63.24221405315184,0.05992531116370098,0.42246554920411045,-0.28185223563252865
67.17929419009117,0.07261948056231611,0.618344090747342,-0.36819745953864497
71.46519918326807,0.09651451800412303,0.4880297313415987,-0.5169879833923261
69.23215068070527,0.07702146345752518,0.49655763172531353,-0.4549695488311514
71.72441693294772,0.09128284443236277,0.4694181790476075,-0.4756895117191926
67.11122034737822,0.0715712927627017,0.5679575682724934,-0.4883048719726001
67.62212657754625,0.07684650146725401,0.547318569933762,-0.44095585168722884
69.22551111607619,0.08246028223399335,0.529714216536569,-0.4915145763541173
69.32629456905914,0.07492451188704315,0.46859186007652065,-0.3888431666978719
70.20482388699904,0.08556908835599081,0.5172831983613658,-0.3470547633193732
66.08675519244129,0.0724045151205454,0.5297695364932085,-0.344002093174631
66.53154596246223,0.0764069619840456,0.5346841464223536,-0.5058635179074251
69.52627502671757,0.08250298864119107,0.4080110698352605,-0.4383096628568516
72.87833910149351,0.09710740478290288,0.5437054702729126,-0.19970733986869546
71.26092977649674,0.0852726354923971,0.5133006158863412,-0.25576679471778535
72.19783352268828,0.09146024546694921,0.6281329969620888,-0.47048090307184065
